Capacity,DaysShowedInWeek,Index,LastDate,Lifetime,Movie,OccAtWeek,OccPer,OtherReleasesInWeek,ReleaseDate,ShowsInWeek,WeekSinceRelease
3100,5,0,2015-12-17,2,0001000001,2494,0.8045161290322581,8,2015-12-04,10,0
3390,7,1,2015-12-17,2,0001000001,1932,0.5699115044247788,4,2015-12-04,14,1
860,2,2,2015-12-17,2,0001000001,222,0.2581395348837209,4,2015-12-04,4,2
110,1,3,2016-01-06,5,0001000002,59,0.5363636363636364,8,2015-12-04,1,0
720,6,4,2016-01-06,5,0001000002,630,0.875,7,2015-12-04,6,3
1320,7,5,2016-01-06,5,0001000002,980,0.7424242424242424,7,2015-12-04,11,4
120,1,6,2016-01-06,5,0001000002,34,0.2833333333333333,6,2015-12-04,1,5
2630,5,7,2016-01-13,6,0001000003,1725,0.655893536121673,8,2015-12-04,14,0
4590,7,8,2016-01-13,6,0001000003,3479,0.7579520697167756,4,2015-12-04,28,1
1955,7,9,2016-01-13,6,0001000003,1230,0.629156010230179,4,2015-12-04,13,2
1048,7,10,2016-01-13,6,0001000003,798,0.7614503816793893,7,2015-12-04,8,3
1847,7,11,2016-01-13,6,0001000003,1116,0.6042230644288035,7,2015-12-04,10,4
1102,7,12,2016-01-13,6,0001000003,853,0.7740471869328494,6,2015-12-04,9,5
120,1,13,2016-01-13,6,0001000003,96,0.8,11,2015-12-04,1,6
2860,5,14,2016-01-13,6,0001000004,1540,0.5384615384615384,8,2015-12-04,15,0
3349,7,15,2016-01-13,6,0001000004,2369,0.7073753359211705,4,2015-12-04,16,1
1537,7,16,2016-01-13,6,0001000004,961,0.6252439817826936,4,2015-12-04,9,2
1397,7,17,2016-01-13,6,0001000004,851,0.6091624910522548,7,2015-12-04,11,3
862,7,18,2016-01-13,6,0001000004,645,0.7482598607888631,7,2015-12-04,7,4
895,7,19,2016-01-13,6,0001000004,643,0.7184357541899441,6,2015-12-04,7,5
131,1,20,2016-01-13,6,0001000004,99,0.7557251908396947,11,2015-12-04,1,6
440,4,21,2015-12-23,3,0001000005,335,0.7613636363636364,8,2015-12-04,4,0
1040,7,22,2015-12-23,3,0001000005,926,0.8903846153846153,4,2015-12-04,9,1
890,7,23,2015-12-23,3,0001000005,671,0.7539325842696629,4,2015-12-04,8,2
110,1,24,2015-12-23,3,0001000005,101,0.9181818181818182,7,2015-12-04,1,3
110,1,25,2015-12-04,0,0001000006,41,0.3727272727272728,8,2015-12-04,1,0
600,5,26,2015-12-10,1,0001000007,242,0.4033333333333333,8,2015-12-04,5,0
240,2,27,2015-12-10,1,0001000007,51,0.2125,4,2015-12-04,2,1
1260,5,28,2015-12-17,2,0001000008,1136,0.9015873015873016,8,2015-12-04,11,0
1680,7,29,2015-12-17,2,0001000008,1366,0.8130952380952381,4,2015-12-04,15,1
440,2,30,2015-12-17,2,0001000008,321,0.7295454545454545,4,2015-12-04,4,2
120,1,31,2017-01-17,148,1234000622,26,0.21666666666666667,9,2014-03-14,1,148
120,1,32,2015-01-08,5,HO00000735,19,0.15833333333333333,3,2014-12-05,1,4
240,2,33,2015-01-08,5,HO00000735,47,0.19583333333333333,3,2014-12-05,2,5
930,1,34,2015-01-13,4,HO00000745,154,0.16559139784946236,3,2014-12-12,3,3
2410,7,35,2015-01-13,4,HO00000745,696,0.2887966804979253,3,2014-12-12,11,4
240,1,36,2015-01-13,4,HO00000746,186,0.775,3,2014-12-12,2,3
1920,7,37,2015-01-13,4,HO00000746,1295,0.6744791666666666,3,2014-12-12,16,4
730,1,38,2015-01-14,4,HO00000750,301,0.4123287671232877,3,2014-12-19,3,2
4110,7,39,2015-01-14,4,HO00000750,2607,0.6343065693430657,3,2014-12-19,21,3
131,1,40,2015-01-14,4,HO00000750,93,0.7099236641221374,7,2014-12-19,1,4
360,1,41,2015-02-26,10,HO00000751,347,0.9638888888888888,3,2014-12-19,3,2
2640,7,42,2015-02-26,10,HO00000751,2336,0.8848484848484849,3,2014-12-19,22,3
1660,7,43,2015-02-26,10,HO00000751,1508,0.9084337349397591,7,2014-12-19,14,4
1680,7,44,2015-02-26,10,HO00000751,1491,0.8875,7,2014-12-19,14,5
1680,7,45,2015-02-26,10,HO00000751,1432,0.8523809523809524,10,2014-12-19,14,6
900,7,46,2015-02-26,10,HO00000751,760,0.8444444444444444,3,2014-12-19,8,7
770,7,47,2015-02-26,10,HO00000751,702,0.9116883116883115,6,2014-12-19,7,8
875,7,48,2015-02-26,10,HO00000751,602,0.688,8,2014-12-19,7,9
262,2,49,2015-02-26,10,HO00000751,158,0.6030534351145038,7,2014-12-19,2,10
440,1,50,2015-01-14,3,HO00000754,309,0.7022727272727273,3,2014-12-25,4,1
1430,7,51,2015-01-14,3,HO00000754,962,0.6727272727272727,3,2014-12-25,13,2
131,1,52,2015-01-14,3,HO00000754,97,0.7404580152671756,7,2014-12-25,1,3
524,1,53,2015-01-14,3,HO00000755,375,0.7156488549618321,3,2014-12-25,4,1
3013,7,54,2015-01-14,3,HO00000755,2193,0.7278460006637902,3,2014-12-25,23,2
131,1,55,2015-01-14,3,HO00000755,99,0.7557251908396947,7,2014-12-25,1,3
740,1,56,2015-01-13,2,HO00000756,292,0.3945945945945946,3,2014-12-25,3,1
2030,7,57,2015-01-13,2,HO00000756,1091,0.5374384236453202,3,2014-12-25,11,2
230,1,58,2015-01-14,3,HO00000757,209,0.908695652173913,3,2014-12-25,2,1
1830,7,59,2015-01-14,3,HO00000757,1627,0.8890710382513661,3,2014-12-25,16,2
131,1,60,2015-01-14,3,HO00000757,96,0.7328244274809159,7,2014-12-25,1,3
530,1,61,2015-01-22,4,HO00000758,403,0.7603773584905661,3,2014-12-25,3,1
5710,7,62,2015-01-22,4,HO00000758,4261,0.7462346760070052,3,2014-12-25,26,2
880,7,63,2015-01-22,4,HO00000758,732,0.8318181818181818,7,2014-12-25,8,3
220,2,64,2015-01-22,4,HO00000758,129,0.5863636363636363,7,2014-12-25,2,4
110,1,65,2015-01-08,1,HO00000760,90,0.8181818181818182,3,2015-01-02,1,0
220,2,66,2015-01-08,1,HO00000760,179,0.8136363636363636,3,2015-01-02,2,1
110,1,67,2015-01-06,0,HO00000761,24,0.21818181818181814,3,2015-01-02,1,0
220,1,68,2015-01-13,1,HO00000762,203,0.9227272727272728,3,2015-01-02,2,0
1880,7,69,2015-01-13,1,HO00000762,1423,0.7569148936170212,3,2015-01-02,17,1
4820,5,70,2015-01-22,2,HO00000763,2934,0.608713692946058,3,2015-01-09,22,0
906,7,71,2015-01-22,2,HO00000763,699,0.7715231788079471,7,2015-01-09,7,1
262,2,72,2015-01-22,2,HO00000763,171,0.6526717557251909,7,2015-01-09,2,2
4657,5,73,2015-02-26,7,HO00000764,3845,0.8256388232767876,3,2015-01-09,21,0
960,7,74,2015-02-26,7,HO00000764,876,0.9125,7,2015-01-09,8,1
840,7,75,2015-02-26,7,HO00000764,765,0.9107142857142856,7,2015-01-09,7,2
790,7,76,2015-02-26,7,HO00000764,718,0.9088607594936708,10,2015-01-09,7,3
830,7,77,2015-02-26,7,HO00000764,743,0.8951807228915662,3,2015-01-09,7,4
840,7,78,2015-02-26,7,HO00000764,707,0.8416666666666667,6,2015-01-09,7,5
840,7,79,2015-02-26,7,HO00000764,638,0.7595238095238095,8,2015-01-09,7,6
240,2,80,2015-02-26,7,HO00000764,169,0.7041666666666667,7,2015-01-09,2,7
2600,4,81,2015-02-04,4,HO00000765,1959,0.7534615384615385,3,2015-01-10,16,0
840,7,82,2015-02-04,4,HO00000765,753,0.8964285714285715,7,2015-01-10,7,1
840,7,83,2015-02-04,4,HO00000765,694,0.8261904761904761,7,2015-01-10,7,2
840,7,84,2015-02-04,4,HO00000765,611,0.7273809523809524,10,2015-01-10,7,3
120,1,85,2015-02-04,4,HO00000765,40,0.3333333333333333,3,2015-01-10,1,4
23615,7,86,2015-04-01,11,HO00000766,22359,0.9468134660173618,7,2015-01-14,145,0
15423,7,87,2015-04-01,11,HO00000766,13484,0.874278674706607,7,2015-01-14,86,1
8760,7,88,2015-04-01,11,HO00000766,6992,0.7981735159817351,10,2015-01-14,37,2
3800,7,89,2015-04-01,11,HO00000766,2952,0.7768421052631579,3,2015-01-14,28,3
2875,7,90,2015-04-01,11,HO00000766,2260,0.7860869565217391,6,2015-01-14,24,4
1822,7,91,2015-04-01,11,HO00000766,1223,0.6712403951701427,8,2015-01-14,15,5
1015,7,92,2015-04-01,11,HO00000766,681,0.6709359605911329,7,2015-01-14,8,6
917,7,93,2015-04-01,11,HO00000766,615,0.6706652126499455,10,2015-01-14,7,7
842,7,94,2015-04-01,11,HO00000766,600,0.7125890736342043,10,2015-01-14,7,8
840,7,95,2015-04-01,11,HO00000766,680,0.8095238095238095,12,2015-01-14,7,9
790,7,96,2015-04-01,11,HO00000766,522,0.660759493670886,11,2015-01-14,7,10
110,1,97,2015-04-01,11,HO00000766,64,0.5818181818181818,5,2015-01-14,1,11
550,5,98,2015-02-12,4,HO00000767,506,0.92,7,2015-01-16,5,0
770,7,99,2015-02-12,4,HO00000767,688,0.8935064935064935,7,2015-01-16,7,1
990,7,100,2015-02-12,4,HO00000767,905,0.914141414141414,10,2015-01-16,9,2
770,7,101,2015-02-12,4,HO00000767,648,0.8415584415584415,3,2015-01-16,7,3
220,2,102,2015-02-12,4,HO00000767,190,0.8636363636363636,6,2015-01-16,2,4
1320,6,103,2015-02-19,5,HO00000768,1279,0.9689393939393941,7,2015-01-15,12,0
4570,7,104,2015-02-19,5,HO00000768,4368,0.9557986870897156,7,2015-01-15,27,1
5600,7,105,2015-02-19,5,HO00000768,4103,0.7326785714285714,10,2015-01-15,25,2
1620,7,106,2015-02-19,5,HO00000768,1013,0.6253086419753087,3,2015-01-15,11,3
1390,7,107,2015-02-19,5,HO00000768,789,0.5676258992805755,6,2015-01-15,9,4
220,2,108,2015-02-19,5,HO00000768,153,0.6954545454545454,8,2015-01-15,2,5
655,5,109,2015-01-22,1,HO00000769,394,0.6015267175572521,7,2015-01-16,5,0
262,2,110,2015-01-22,1,HO00000769,85,0.3244274809160305,7,2015-01-16,2,1
786,6,111,2015-02-04,3,HO00000770,593,0.7544529262086515,7,2015-01-15,6,0
812,7,112,2015-02-04,3,HO00000770,687,0.8460591133004927,7,2015-01-15,7,1
820,7,113,2015-02-04,3,HO00000770,661,0.8060975609756098,10,2015-01-15,7,2
120,1,114,2015-02-04,3,HO00000770,78,0.65,3,2015-01-15,1,3
655,5,115,2015-03-12,8,HO00000771,510,0.7786259541984732,7,2015-01-16,5,0
917,7,116,2015-03-12,8,HO00000771,718,0.7829880043620502,7,2015-01-16,7,1
1032,7,117,2015-03-12,8,HO00000771,907,0.8788759689922481,10,2015-01-16,9,2
990,7,118,2015-03-12,8,HO00000771,867,0.8757575757575757,3,2015-01-16,9,3
820,7,119,2015-03-12,8,HO00000771,729,0.8890243902439025,6,2015-01-16,7,4
840,7,120,2015-03-12,8,HO00000771,740,0.8809523809523809,8,2015-01-16,7,5
895,7,121,2015-03-12,8,HO00000771,672,0.7508379888268156,7,2015-01-16,7,6
812,7,122,2015-03-12,8,HO00000771,607,0.7475369458128078,10,2015-01-16,7,7
330,2,123,2015-03-12,8,HO00000771,251,0.7606060606060606,10,2015-01-16,3,8
8921,6,124,2015-02-12,4,HO00000772,7392,0.8286066584463625,7,2015-01-15,30,0
6680,7,125,2015-02-12,4,HO00000772,4782,0.7158682634730539,7,2015-01-15,28,1
2335,7,126,2015-02-12,4,HO00000772,1233,0.528051391862955,10,2015-01-15,13,2
917,7,127,2015-02-12,4,HO00000772,652,0.7110141766630316,3,2015-01-15,7,3
262,2,128,2015-02-12,4,HO00000772,192,0.7328244274809159,6,2015-01-15,2,4
655,5,129,2015-01-29,1,HO00000774,418,0.6381679389312978,7,2015-01-23,5,0
262,2,130,2015-01-29,1,HO00000774,102,0.3893129770992366,10,2015-01-23,2,1
2860,5,131,2015-03-19,8,HO00000775,2501,0.8744755244755245,7,2015-01-23,15,0
5084,7,132,2015-03-19,8,HO00000775,3333,0.65558615263572,10,2015-01-23,20,1
2110,7,133,2015-03-19,8,HO00000775,1438,0.6815165876777252,3,2015-01-23,15,2
1060,7,134,2015-03-19,8,HO00000775,911,0.8594339622641509,6,2015-01-23,9,3
1157,7,135,2015-03-19,8,HO00000775,828,0.7156439066551427,8,2015-01-23,9,4
812,7,136,2015-03-19,8,HO00000775,698,0.8596059113300493,7,2015-01-23,7,5
770,7,137,2015-03-19,8,HO00000775,646,0.8389610389610389,10,2015-01-23,7,6
770,7,138,2015-03-19,8,HO00000775,644,0.8363636363636363,10,2015-01-23,7,7
220,2,139,2015-03-19,8,HO00000775,152,0.6909090909090909,12,2015-01-23,2,8
550,5,140,2015-02-04,2,HO00000776,501,0.9109090909090908,7,2015-01-23,5,0
820,7,141,2015-02-04,2,HO00000776,731,0.8914634146341464,10,2015-01-23,7,1
120,1,142,2015-02-04,2,HO00000776,62,0.5166666666666667,3,2015-01-23,1,2
550,5,143,2015-01-28,1,HO00000777,419,0.7618181818181818,7,2015-01-23,5,0
110,1,144,2015-01-28,1,HO00000777,88,0.8,10,2015-01-23,1,1
550,5,145,2015-01-29,1,HO00000778,396,0.72,7,2015-01-23,5,0
220,2,146,2015-01-29,1,HO00000778,66,0.3,10,2015-01-23,2,1
550,5,147,2015-01-29,1,HO00000779,454,0.8254545454545454,7,2015-01-23,5,0
220,2,148,2015-01-29,1,HO00000779,81,0.36818181818181817,10,2015-01-23,2,1
550,5,149,2015-01-29,1,HO00000780,457,0.8309090909090909,7,2015-01-23,5,0
220,2,150,2015-01-29,1,HO00000780,183,0.8318181818181818,10,2015-01-23,2,1
600,5,151,2015-02-04,1,HO00000781,472,0.7866666666666666,10,2015-01-30,5,0
120,1,152,2015-02-04,1,HO00000781,57,0.475,3,2015-01-30,1,1
1205,5,153,2015-03-12,6,HO00000782,1005,0.8340248962655602,10,2015-01-30,10,0
1201,7,154,2015-03-12,6,HO00000782,926,0.7710241465445462,3,2015-01-30,10,1
840,7,155,2015-03-12,6,HO00000782,747,0.8892857142857142,6,2015-01-30,7,2
840,7,156,2015-03-12,6,HO00000782,757,0.9011904761904762,8,2015-01-30,7,3
1707,7,157,2015-03-12,6,HO00000782,1356,0.7943760984182777,7,2015-01-30,14,4
1082,7,158,2015-03-12,6,HO00000782,769,0.7107208872458409,10,2015-01-30,9,5
240,2,159,2015-03-12,6,HO00000782,132,0.55,10,2015-01-30,2,6
550,5,160,2015-02-04,1,HO00000783,365,0.6636363636363637,10,2015-01-30,5,0
110,1,161,2015-02-04,1,HO00000783,86,0.7818181818181819,3,2015-01-30,1,1
655,5,162,2015-02-04,1,HO00000784,399,0.6091603053435114,10,2015-01-30,5,0
131,1,163,2015-02-04,1,HO00000784,20,0.15267175572519084,3,2015-01-30,1,1
770,5,164,2015-02-04,1,HO00000785,511,0.6636363636363637,10,2015-01-30,7,0
110,1,165,2015-02-04,1,HO00000785,99,0.9,3,2015-01-30,1,1
330,3,166,2015-02-01,0,HO00000786,150,0.4545454545454545,10,2015-01-30,3,0
550,5,167,2015-02-04,1,HO00000787,366,0.6654545454545454,10,2015-01-30,5,0
110,1,168,2015-02-04,1,HO00000787,20,0.18181818181818185,3,2015-01-30,1,1
917,5,169,2015-02-04,1,HO00000788,554,0.6041439476553979,10,2015-01-30,7,0
131,1,170,2015-02-04,1,HO00000788,55,0.4198473282442748,3,2015-01-30,1,1
660,6,171,2015-02-04,1,HO00000789,437,0.6621212121212121,10,2015-01-29,6,0
110,1,172,2015-02-04,1,HO00000789,47,0.4272727272727273,3,2015-01-29,1,1
3490,5,173,2015-02-12,2,HO00000790,3245,0.9297994269340976,10,2015-01-30,22,0
2690,7,174,2015-02-12,2,HO00000790,2060,0.7657992565055762,3,2015-01-30,22,1
680,2,175,2015-02-12,2,HO00000790,364,0.5352941176470588,6,2015-01-30,6,2
655,5,176,2015-02-18,3,HO00000791,495,0.7557251908396947,3,2015-01-30,5,1
917,7,177,2015-02-18,3,HO00000791,489,0.5332606324972737,6,2015-01-30,7,2
131,1,178,2015-02-18,3,HO00000791,9,0.06870229007633588,8,2015-01-30,1,3
13825,6,179,2015-03-19,6,HO00000793,13184,0.953634719710669,3,2015-02-05,67,0
10504,7,180,2015-03-19,6,HO00000793,8979,0.8548172124904798,6,2015-02-05,43,1
6660,7,181,2015-03-19,6,HO00000793,4278,0.6423423423423423,8,2015-02-05,27,2
2680,7,182,2015-03-19,6,HO00000793,1676,0.6253731343283582,7,2015-02-05,16,3
1680,7,183,2015-03-19,6,HO00000793,1326,0.7892857142857143,10,2015-02-05,14,4
1080,7,184,2015-03-19,6,HO00000793,863,0.799074074074074,10,2015-02-05,9,5
240,2,185,2015-03-19,6,HO00000793,160,0.6666666666666666,12,2015-02-05,2,6
6200,5,186,2015-03-05,4,HO00000794,5497,0.8866129032258064,3,2015-02-06,20,0
4392,7,187,2015-03-05,4,HO00000794,3764,0.8570127504553734,6,2015-02-06,25,1
1980,7,188,2015-03-05,4,HO00000794,1647,0.8318181818181818,8,2015-02-06,18,2
1760,7,189,2015-03-05,4,HO00000794,1384,0.7863636363636364,7,2015-02-06,16,3
440,2,190,2015-03-05,4,HO00000794,312,0.7090909090909091,10,2015-02-06,4,4
1320,5,191,2015-02-26,3,HO00000795,1122,0.85,3,2015-02-06,12,0
2160,7,192,2015-02-26,3,HO00000795,1570,0.7268518518518519,6,2015-02-06,16,1
990,7,193,2015-02-26,3,HO00000795,814,0.8222222222222222,8,2015-02-06,9,2
220,2,194,2015-02-26,3,HO00000795,189,0.8590909090909091,7,2015-02-06,2,3
600,5,195,2015-02-26,1,HO00000796,420,0.7,8,2015-02-20,5,0
240,2,196,2015-02-26,1,HO00000796,107,0.44583333333333336,7,2015-02-20,2,1
6660,5,197,2015-04-01,7,HO00000797,6598,0.9906906906906908,6,2015-02-13,24,0
9431,7,198,2015-04-01,7,HO00000797,8200,0.8694730145265613,8,2015-02-13,31,1
7020,7,199,2015-04-01,7,HO00000797,4987,0.7103988603988604,7,2015-02-13,30,2
3160,7,200,2015-04-01,7,HO00000797,1992,0.6303797468354431,10,2015-02-13,20,3
1560,7,201,2015-04-01,7,HO00000797,1380,0.8846153846153846,10,2015-02-13,13,4
1560,7,202,2015-04-01,7,HO00000797,1402,0.8987179487179487,12,2015-02-13,13,5
960,7,203,2015-04-01,7,HO00000797,789,0.821875,11,2015-02-13,8,6
120,1,204,2015-04-01,7,HO00000797,108,0.9,5,2015-02-13,1,7
1420,5,205,2015-02-26,2,HO00000798,1176,0.828169014084507,6,2015-02-13,11,0
1844,7,206,2015-02-26,2,HO00000798,1404,0.7613882863340564,8,2015-02-13,16,1
440,2,207,2015-02-26,2,HO00000798,291,0.6613636363636364,7,2015-02-13,4,2
1870,5,208,2015-02-26,2,HO00000799,1689,0.9032085561497326,6,2015-02-13,17,0
1760,7,209,2015-02-26,2,HO00000799,1156,0.6568181818181819,8,2015-02-13,16,1
440,2,210,2015-02-26,2,HO00000799,170,0.3863636363636364,7,2015-02-13,4,2
600,5,211,2015-02-19,1,HO00000800,236,0.3933333333333333,6,2015-02-13,5,0
240,2,212,2015-02-19,1,HO00000800,42,0.175,8,2015-02-13,2,1
790,5,213,2015-02-26,2,HO00000801,629,0.7962025316455696,6,2015-02-13,7,0
770,7,214,2015-02-26,2,HO00000801,562,0.7298701298701299,8,2015-02-13,7,1
220,2,215,2015-02-26,2,HO00000801,148,0.6727272727272727,7,2015-02-13,2,2
440,4,216,2015-02-16,0,HO00000802,247,0.5613636363636364,6,2015-02-13,4,0
660,6,217,2015-03-05,1,HO00000804,269,0.4075757575757576,7,2015-02-26,6,0
220,2,218,2015-03-05,1,HO00000804,70,0.3181818181818182,10,2015-02-26,2,1
2720,5,219,2015-04-01,6,HO00000805,1926,0.7080882352941177,8,2015-02-20,12,0
1940,7,220,2015-04-01,6,HO00000805,1570,0.8092783505154639,7,2015-02-20,14,1
2870,7,221,2015-04-01,6,HO00000805,2475,0.8623693379790941,10,2015-02-20,17,2
3780,7,222,2015-04-01,6,HO00000805,2524,0.6677248677248677,10,2015-02-20,18,3
2390,7,223,2015-04-01,6,HO00000805,1487,0.6221757322175733,12,2015-02-20,9,4
1406,7,224,2015-04-01,6,HO00000805,790,0.561877667140825,11,2015-02-20,8,5
131,1,225,2015-04-01,6,HO00000805,102,0.7786259541984732,5,2015-02-20,1,6
840,5,226,2015-02-26,1,HO00000806,594,0.7071428571428572,8,2015-02-20,7,0
240,2,227,2015-02-26,1,HO00000806,216,0.9,7,2015-02-20,2,1
770,5,228,2015-02-26,1,HO00000807,468,0.6077922077922078,8,2015-02-20,7,0
220,2,229,2015-02-26,1,HO00000807,139,0.6318181818181818,7,2015-02-20,2,1
1310,5,230,2015-03-12,3,HO00000808,1055,0.8053435114503816,8,2015-02-20,10,0
4864,7,231,2015-03-12,3,HO00000808,2967,0.6099917763157895,7,2015-02-20,18,1
1895,7,232,2015-03-12,3,HO00000808,881,0.4649076517150396,10,2015-02-20,9,2
262,2,233,2015-03-12,3,HO00000808,106,0.4045801526717557,10,2015-02-20,2,3
550,5,234,2015-02-25,1,HO00000809,317,0.5763636363636364,8,2015-02-20,5,0
110,1,235,2015-02-25,1,HO00000809,37,0.3363636363636364,7,2015-02-20,1,1
1790,5,236,2015-03-16,3,HO00000810,1065,0.5949720670391061,8,2015-02-20,9,0
770,7,237,2015-03-16,3,HO00000810,407,0.5285714285714286,7,2015-02-20,7,1
770,7,238,2015-03-16,3,HO00000810,545,0.7077922077922078,10,2015-02-20,7,2
744,6,239,2015-03-16,3,HO00000810,478,0.6424731182795699,10,2015-02-20,6,3
220,2,240,2015-02-22,0,HO00000813,24,0.10909090909090907,8,2015-02-21,2,0
1680,5,241,2015-04-01,5,HO00000814,1436,0.8547619047619047,7,2015-02-27,14,0
2160,7,242,2015-04-01,5,HO00000814,1909,0.8837962962962963,10,2015-02-27,18,1
2870,7,243,2015-04-01,5,HO00000814,2233,0.7780487804878049,10,2015-02-27,16,2
2200,7,244,2015-04-01,5,HO00000814,1410,0.6409090909090909,12,2015-02-27,12,3
2030,7,245,2015-04-01,5,HO00000814,1507,0.7423645320197044,11,2015-02-27,9,4
310,1,246,2015-04-01,5,HO00000814,220,0.7096774193548387,5,2015-02-27,1,5
1425,5,247,2015-04-21,7,HO00000815,1185,0.8315789473684211,7,2015-02-27,12,0
1802,7,248,2015-04-21,7,HO00000815,1500,0.832408435072142,10,2015-02-27,16,1
1210,7,249,2015-04-21,7,HO00000815,1024,0.8462809917355372,10,2015-02-27,11,2
770,7,250,2015-04-21,7,HO00000815,699,0.9077922077922078,12,2015-02-27,7,3
770,7,251,2015-04-21,7,HO00000815,670,0.8701298701298701,11,2015-02-27,7,4
770,7,252,2015-04-21,7,HO00000815,644,0.8363636363636363,5,2015-02-27,7,5
770,7,253,2015-04-21,7,HO00000815,692,0.8987012987012987,9,2015-02-27,7,6
770,7,254,2015-04-21,7,HO00000815,417,0.5415584415584416,5,2015-02-27,7,7
1320,5,255,2015-03-05,1,HO00000816,917,0.6946969696969697,7,2015-02-27,12,0
440,2,256,2015-03-05,1,HO00000816,165,0.375,10,2015-02-27,4,1
7420,5,257,2015-04-01,5,HO00000817,7076,0.9536388140161725,7,2015-02-27,27,0
6870,7,258,2015-04-01,5,HO00000817,5227,0.7608442503639008,10,2015-02-27,26,1
4560,7,259,2015-04-01,5,HO00000817,3049,0.668640350877193,10,2015-02-27,16,2
4340,7,260,2015-04-01,5,HO00000817,2657,0.6122119815668203,12,2015-02-27,14,3
2790,7,261,2015-04-01,5,HO00000817,1576,0.5648745519713262,11,2015-02-27,9,4
310,1,262,2015-04-01,5,HO00000817,198,0.6387096774193548,5,2015-02-27,1,5
550,5,263,2015-03-04,1,HO00000818,404,0.7345454545454545,7,2015-02-27,5,0
110,1,264,2015-03-04,1,HO00000818,31,0.2818181818181818,10,2015-02-27,1,1
550,5,265,2015-03-11,2,HO00000820,345,0.6272727272727273,10,2015-02-27,5,1
110,1,266,2015-03-11,2,HO00000820,50,0.4545454545454545,10,2015-02-27,1,2
360,3,267,2015-03-01,0,HO00000821,253,0.7027777777777777,7,2015-02-27,3,0
6820,5,268,2015-04-01,4,HO00000822,5445,0.7983870967741935,10,2015-03-06,22,0
6560,7,269,2015-04-01,4,HO00000822,3851,0.5870426829268293,10,2015-03-06,23,1
3030,7,270,2015-04-01,4,HO00000822,1577,0.5204620462046204,12,2015-03-06,11,2
1170,7,271,2015-04-01,4,HO00000822,680,0.5811965811965812,11,2015-03-06,7,3
110,1,272,2015-04-01,4,HO00000822,92,0.8363636363636363,5,2015-03-06,1,4
440,4,273,2015-03-09,0,HO00000823,294,0.6681818181818182,10,2015-03-06,4,0
550,5,274,2015-03-12,1,HO00000824,480,0.8727272727272727,10,2015-03-06,5,0
220,2,275,2015-03-12,1,HO00000824,201,0.9136363636363636,10,2015-03-06,2,1
550,5,276,2015-03-12,1,HO00000826,333,0.6054545454545455,10,2015-03-06,5,0
220,2,277,2015-03-12,1,HO00000826,52,0.2363636363636364,10,2015-03-06,2,1
1770,5,278,2015-03-12,1,HO00000827,1100,0.6214689265536724,10,2015-03-06,7,0
620,2,279,2015-03-12,1,HO00000827,177,0.2854838709677419,10,2015-03-06,2,1
600,5,280,2015-03-12,1,HO00000828,508,0.8466666666666667,10,2015-03-06,5,0
240,2,281,2015-03-12,1,HO00000828,169,0.7041666666666667,10,2015-03-06,2,1
655,5,282,2015-03-19,2,HO00000831,496,0.7572519083969466,10,2015-03-06,5,0
1266,6,283,2015-03-19,2,HO00000831,555,0.4383886255924169,10,2015-03-06,10,1
262,2,284,2015-03-19,2,HO00000831,65,0.2480916030534351,12,2015-03-06,2,2
550,5,285,2015-03-12,1,HO00000832,335,0.6090909090909091,10,2015-03-06,5,0
220,2,286,2015-03-12,1,HO00000832,62,0.2818181818181818,10,2015-03-06,2,1
765,6,287,2015-03-12,1,HO00000833,490,0.6405228758169934,10,2015-03-05,6,0
262,2,288,2015-03-12,1,HO00000833,99,0.37786259541984735,10,2015-03-05,2,1
262,2,289,2015-03-26,2,HO00000834,211,0.8053435114503816,10,2015-03-16,2,0
2142,7,290,2015-03-26,2,HO00000834,1483,0.6923436041083101,12,2015-03-16,10,1
840,2,291,2015-03-26,2,HO00000834,449,0.5345238095238095,11,2015-03-16,4,2
262,2,292,2015-03-08,0,HO00000835,126,0.4809160305343512,10,2015-03-07,2,0
440,4,293,2015-03-16,0,HO00000836,284,0.6454545454545455,10,2015-03-13,4,0
1205,5,294,2015-03-26,2,HO00000837,966,0.8016597510373444,10,2015-03-13,10,0
1582,7,295,2015-03-26,2,HO00000837,1129,0.713653603034134,12,2015-03-13,14,1
440,2,296,2015-03-26,2,HO00000837,186,0.4227272727272727,11,2015-03-13,4,2
1320,5,297,2015-04-14,4,HO00000838,1215,0.9204545454545454,10,2015-03-13,11,0
1680,7,298,2015-04-14,4,HO00000838,1543,0.9184523809523808,12,2015-03-13,14,1
1680,7,299,2015-04-14,4,HO00000838,1372,0.8166666666666667,11,2015-03-13,14,2
1026,7,300,2015-04-14,4,HO00000838,816,0.7953216374269005,5,2015-03-13,8,3
812,7,301,2015-04-14,4,HO00000838,684,0.8423645320197044,9,2015-03-13,7,4
1205,5,302,2015-03-26,2,HO00000839,1044,0.8663900414937759,10,2015-03-13,10,0
1032,7,303,2015-03-26,2,HO00000839,771,0.7470930232558141,12,2015-03-13,9,1
220,2,304,2015-03-26,2,HO00000839,104,0.4727272727272727,11,2015-03-13,2,2
550,5,305,2015-03-19,1,HO00000840,408,0.7418181818181818,10,2015-03-13,5,0
220,2,306,2015-03-19,1,HO00000840,112,0.509090909090909,12,2015-03-13,2,1
