Capacity,DaysShowedInWeek,Index,LastDate,Lifetime,Movie,OccAtWeek,OccPer,OtherReleasesInWeek,ReleaseDate,ShowsInWeek,WeekSinceRelease
840,5,2701,2017-03-23,1,HO00001745,607,0.7226190476190476,10,2017-03-17,7,0
240,2,2702,2017-03-23,1,HO00001745,132,0.55,13,2017-03-17,2,1
820,5,2703,2017-03-30,2,HO00001747,679,0.8280487804878048,10,2017-03-17,7,0
790,7,2704,2017-03-30,2,HO00001747,582,0.7367088607594937,13,2017-03-17,7,1
220,2,2705,2017-03-30,2,HO00001747,185,0.8409090909090909,12,2017-03-17,2,2
550,3,2706,2017-03-19,0,HO00001748,343,0.6236363636363637,10,2017-03-17,5,0
550,5,2707,2017-03-23,1,HO00001749,505,0.9181818181818182,10,2017-03-17,5,0
220,2,2708,2017-03-23,1,HO00001749,199,0.9045454545454544,13,2017-03-17,2,1
875,5,2709,2017-07-13,15,HO00001750,703,0.8034285714285714,12,2017-03-31,7,0
1834,7,2710,2017-07-13,15,HO00001750,1385,0.7551799345692476,10,2017-03-31,14,1
1572,7,2711,2017-07-13,15,HO00001750,1206,0.7671755725190841,9,2017-03-31,12,2
1102,7,2712,2017-07-13,15,HO00001750,961,0.8720508166969148,8,2017-03-31,9,3
895,7,2713,2017-07-13,15,HO00001750,703,0.7854748603351955,2,2017-03-31,7,4
917,7,2714,2017-07-13,15,HO00001750,717,0.7818974918211559,3,2017-03-31,7,5
862,7,2715,2017-07-13,15,HO00001750,742,0.8607888631090487,8,2017-03-31,7,6
895,7,2716,2017-07-13,15,HO00001750,713,0.7966480446927374,9,2017-03-31,7,7
742,6,2717,2017-07-13,15,HO00001750,626,0.8436657681940701,6,2017-03-31,6,8
1080,7,2718,2017-07-13,15,HO00001750,964,0.8925925925925926,11,2017-03-31,9,9
1157,7,2719,2017-07-13,15,HO00001750,898,0.7761452031114953,7,2017-03-31,9,10
1179,7,2720,2017-07-13,15,HO00001750,841,0.7133163698049194,10,2017-03-31,9,11
917,7,2721,2017-07-13,15,HO00001750,625,0.6815703380588877,4,2017-03-31,7,12
655,5,2722,2017-07-13,15,HO00001750,483,0.7374045801526717,10,2017-03-31,5,13
655,5,2723,2017-07-13,15,HO00001750,305,0.4656488549618321,4,2017-03-31,5,14
262,2,2724,2017-07-13,15,HO00001750,111,0.42366412213740456,11,2017-03-31,2,15
1550,5,2725,2017-03-30,1,HO00001751,1080,0.6967741935483871,13,2017-03-24,5,0
620,2,2726,2017-03-30,1,HO00001751,296,0.4774193548387097,12,2017-03-24,2,1
2990,5,2727,2017-04-20,3,HO00001752,2792,0.9337792642140468,12,2017-03-31,17,0
2900,7,2728,2017-04-20,3,HO00001752,2417,0.8334482758620689,10,2017-03-31,21,1
1320,7,2729,2017-04-20,3,HO00001752,1023,0.775,9,2017-03-31,11,2
240,2,2730,2017-04-20,3,HO00001752,202,0.8416666666666667,8,2017-03-31,2,3
2750,5,2731,2017-05-11,6,HO00001754,2678,0.9738181818181818,12,2017-03-31,15,0
3590,7,2732,2017-05-11,6,HO00001754,3376,0.9403899721448468,10,2017-03-31,25,1
4640,7,2733,2017-05-11,6,HO00001754,3959,0.8532327586206897,9,2017-03-31,24,2
4560,7,2734,2017-05-11,6,HO00001754,3236,0.7096491228070175,8,2017-03-31,16,3
1790,7,2735,2017-05-11,6,HO00001754,1365,0.7625698324022346,2,2017-03-31,9,4
770,7,2736,2017-05-11,6,HO00001754,705,0.9155844155844156,3,2017-03-31,7,5
220,2,2737,2017-05-11,6,HO00001754,197,0.8954545454545455,8,2017-03-31,2,6
770,5,2738,2017-04-06,2,HO00001755,719,0.9337662337662338,13,2017-03-24,7,0
1040,7,2739,2017-04-06,2,HO00001755,969,0.9317307692307693,12,2017-03-24,9,1
240,2,2740,2017-04-06,2,HO00001755,186,0.775,10,2017-03-24,2,2
480,4,2741,2017-03-27,0,HO00001757,385,0.8020833333333334,13,2017-03-24,4,0
2100,5,2742,2017-04-13,3,HO00001758,1451,0.6909523809523811,13,2017-03-24,10,0
1390,7,2743,2017-04-13,3,HO00001758,962,0.6920863309352518,12,2017-03-24,9,1
770,7,2744,2017-04-13,3,HO00001758,614,0.7974025974025974,10,2017-03-24,7,2
220,2,2745,2017-04-13,3,HO00001758,178,0.8090909090909091,9,2017-03-24,2,3
550,5,2746,2017-03-28,0,HO00001759,412,0.7490909090909091,13,2017-03-24,5,0
550,5,2747,2017-03-30,1,HO00001762,418,0.76,13,2017-03-24,5,0
220,2,2748,2017-03-30,1,HO00001762,171,0.7772727272727272,12,2017-03-24,2,1
480,4,2749,2017-03-27,0,HO00001763,329,0.6854166666666667,13,2017-03-24,4,0
550,5,2750,2017-03-30,1,HO00001764,388,0.7054545454545454,13,2017-03-24,5,0
220,2,2751,2017-03-30,1,HO00001764,159,0.7227272727272728,12,2017-03-24,2,1
895,5,2752,2017-04-13,3,HO00001765,691,0.7720670391061453,13,2017-03-24,7,0
1157,7,2753,2017-04-13,3,HO00001765,901,0.7787381158167676,12,2017-03-24,9,1
932,7,2754,2017-04-13,3,HO00001765,788,0.8454935622317596,10,2017-03-24,8,2
220,2,2755,2017-04-13,3,HO00001765,200,0.9090909090909092,9,2017-03-24,2,3
550,5,2756,2017-03-28,0,HO00001766,314,0.5709090909090909,13,2017-03-24,5,0
5663,5,2757,2017-08-31,6,HO00001768,4526,0.7992230266643122,10,2017-07-21,20,0
4850,7,2758,2017-08-31,6,HO00001768,3368,0.6944329896907216,9,2017-07-21,23,1
3470,7,2759,2017-08-31,6,HO00001768,2272,0.6547550432276658,5,2017-07-21,18,2
1460,7,2760,2017-08-31,6,HO00001768,899,0.6157534246575342,11,2017-07-21,9,3
670,6,2761,2017-08-31,6,HO00001768,589,0.8791044776119403,6,2017-07-21,6,4
770,7,2762,2017-08-31,6,HO00001768,640,0.8311688311688312,8,2017-07-21,7,5
220,2,2763,2017-08-31,6,HO00001768,190,0.8636363636363636,10,2017-07-21,2,6
1310,5,2764,2017-06-01,3,HO00001769,979,0.7473282442748092,8,2017-05-12,10,0
1179,7,2765,2017-06-01,3,HO00001769,892,0.7565733672603902,9,2017-05-12,9,1
812,7,2766,2017-06-01,3,HO00001769,644,0.7931034482758621,6,2017-05-12,7,2
220,2,2767,2017-06-01,3,HO00001769,166,0.7545454545454545,11,2017-05-12,2,3
4160,5,2768,2017-07-27,8,HO00001770,3731,0.896875,11,2017-06-02,16,0
5180,7,2769,2017-07-27,8,HO00001770,4231,0.8167953667953668,7,2017-06-02,18,1
4010,7,2770,2017-07-27,8,HO00001770,2994,0.7466334164588528,10,2017-06-02,16,2
1960,7,2771,2017-07-27,8,HO00001770,1588,0.810204081632653,4,2017-06-02,14,3
1632,5,2772,2017-07-27,8,HO00001770,1237,0.7579656862745098,10,2017-06-02,9,4
655,5,2773,2017-07-27,8,HO00001770,385,0.5877862595419847,4,2017-06-02,5,5
917,7,2774,2017-07-27,8,HO00001770,595,0.648854961832061,11,2017-06-02,7,6
742,6,2775,2017-07-27,8,HO00001770,465,0.6266846361185984,10,2017-06-02,6,7
240,2,2776,2017-07-27,8,HO00001770,155,0.6458333333333334,9,2017-06-02,2,8
3790,5,2777,2017-05-04,3,HO00001771,2419,0.6382585751978892,9,2017-04-14,18,0
2584,7,2778,2017-05-04,3,HO00001771,1896,0.7337461300309598,8,2017-04-14,18,1
1030,7,2779,2017-05-04,3,HO00001771,918,0.8912621359223301,2,2017-04-14,9,2
220,2,2780,2017-05-04,3,HO00001771,208,0.9454545454545454,3,2017-04-14,2,3
1320,5,2781,2017-05-21,1,HO00001772,1145,0.8674242424242424,8,2017-05-12,12,0
550,3,2782,2017-05-21,1,HO00001772,445,0.8090909090909091,9,2017-05-12,5,1
3950,5,2783,2017-06-22,4,HO00001773,3638,0.921012658227848,6,2017-05-26,14,0
2440,7,2784,2017-06-22,4,HO00001773,2077,0.8512295081967213,11,2017-05-26,14,1
1080,7,2785,2017-06-22,4,HO00001773,863,0.799074074074074,7,2017-05-26,9,2
790,7,2786,2017-06-22,4,HO00001773,540,0.6835443037974683,10,2017-05-26,7,3
220,2,2787,2017-06-22,4,HO00001773,90,0.4090909090909091,4,2017-05-26,2,4
2040,5,2788,2017-06-08,5,HO00001774,1865,0.9142156862745098,3,2017-05-05,17,0
2040,7,2789,2017-06-08,5,HO00001774,1839,0.901470588235294,8,2017-05-05,17,1
1670,7,2790,2017-06-08,5,HO00001774,1321,0.7910179640718563,9,2017-05-05,13,2
1124,7,2791,2017-06-08,5,HO00001774,909,0.8087188612099644,6,2017-05-05,9,3
720,6,2792,2017-06-08,5,HO00001774,561,0.7791666666666667,11,2017-05-05,6,4
240,2,2793,2017-06-08,5,HO00001774,140,0.5833333333333334,7,2017-05-05,2,5
1100,5,2794,2017-04-06,1,HO00001775,880,0.8,12,2017-03-31,10,0
440,2,2795,2017-04-06,1,HO00001775,272,0.6181818181818182,10,2017-03-31,4,1
550,5,2796,2017-04-11,1,HO00001776,402,0.730909090909091,12,2017-03-31,5,0
770,7,2797,2017-04-11,1,HO00001776,515,0.6688311688311688,10,2017-03-31,7,1
550,5,2798,2017-05-11,6,HO00001777,505,0.9181818181818182,12,2017-03-31,5,0
820,7,2799,2017-05-11,6,HO00001777,735,0.8963414634146342,10,2017-03-31,7,1
670,6,2800,2017-05-11,6,HO00001777,587,0.8761194029850746,9,2017-03-31,6,2
770,7,2801,2017-05-11,6,HO00001777,693,0.9,8,2017-03-31,7,3
770,7,2802,2017-05-11,6,HO00001777,676,0.8779220779220779,2,2017-03-31,7,4
770,7,2803,2017-05-11,6,HO00001777,718,0.9324675324675324,3,2017-03-31,7,5
220,2,2804,2017-05-11,6,HO00001777,196,0.8909090909090909,8,2017-03-31,2,6
790,5,2805,2017-04-06,1,HO00001778,736,0.9316455696202532,12,2017-03-31,7,0
220,2,2806,2017-04-06,1,HO00001778,177,0.8045454545454546,10,2017-03-31,2,1
330,3,2807,2017-04-02,0,HO00001779,230,0.696969696969697,12,2017-03-31,3,0
550,5,2808,2017-04-06,1,HO00001780,467,0.8490909090909091,12,2017-03-31,5,0
220,2,2809,2017-04-06,1,HO00001780,104,0.4727272727272727,10,2017-03-31,2,1
220,2,2810,2017-04-02,0,HO00001781,96,0.4363636363636363,12,2017-04-01,2,0
812,5,2811,2017-05-11,5,HO00001782,732,0.9014778325123152,10,2017-04-07,7,0
790,7,2812,2017-05-11,5,HO00001782,715,0.9050632911392406,9,2017-04-07,7,1
770,7,2813,2017-05-11,5,HO00001782,612,0.7948051948051948,8,2017-04-07,7,2
770,7,2814,2017-05-11,5,HO00001782,700,0.9090909090909092,2,2017-04-07,7,3
770,7,2815,2017-05-11,5,HO00001782,726,0.9428571428571428,3,2017-04-07,7,4
220,2,2816,2017-05-11,5,HO00001782,206,0.9363636363636364,8,2017-04-07,2,5
550,5,2817,2017-04-11,0,HO00001783,274,0.4981818181818182,10,2017-04-07,5,0
600,5,2818,2017-04-13,1,HO00001784,520,0.8666666666666667,10,2017-04-07,5,0
240,2,2819,2017-04-13,1,HO00001784,216,0.9,9,2017-04-07,2,1
480,4,2820,2017-04-10,0,HO00001785,350,0.7291666666666666,10,2017-04-07,4,0
600,5,2821,2017-04-11,0,HO00001786,389,0.6483333333333333,10,2017-04-07,5,0
393,3,2822,2017-04-09,0,HO00001787,257,0.6539440203562341,10,2017-04-07,3,0
240,2,2823,2017-04-09,0,HO00001788,208,0.8666666666666667,10,2017-04-08,2,0
3580,5,2824,2017-05-31,7,HO00001790,3278,0.9156424581005588,9,2017-04-14,18,0
4330,7,2825,2017-05-31,7,HO00001790,3598,0.8309468822170901,8,2017-04-14,23,1
2490,7,2826,2017-05-31,7,HO00001790,2270,0.9116465863453816,2,2017-04-14,19,2
1540,7,2827,2017-05-31,7,HO00001790,1397,0.9071428571428573,3,2017-04-14,14,3
990,7,2828,2017-05-31,7,HO00001790,905,0.914141414141414,8,2017-04-14,9,4
770,7,2829,2017-05-31,7,HO00001790,697,0.9051948051948052,9,2017-04-14,7,5
770,7,2830,2017-05-31,7,HO00001790,648,0.8415584415584415,6,2017-04-14,7,6
110,1,2831,2017-05-31,7,HO00001790,72,0.6545454545454545,11,2017-04-14,1,7
220,2,2832,2017-04-09,0,HO00001791,175,0.7954545454545454,10,2017-04-08,2,0
2980,5,2833,2017-05-04,3,HO00001792,2895,0.971476510067114,9,2017-04-14,18,0
4710,7,2834,2017-05-04,3,HO00001792,3674,0.7800424628450107,8,2017-04-14,21,1
2010,7,2835,2017-05-04,3,HO00001792,1319,0.6562189054726368,2,2017-04-14,11,2
220,2,2836,2017-05-04,3,HO00001792,209,0.95,3,2017-04-14,2,3
550,5,2837,2017-04-20,1,HO00001793,458,0.8327272727272728,9,2017-04-14,5,0
220,2,2838,2017-04-20,1,HO00001793,166,0.7545454545454545,8,2017-04-14,2,1
330,3,2839,2017-04-16,0,HO00001794,277,0.8393939393939394,9,2017-04-14,3,0
990,5,2840,2017-04-20,1,HO00001795,763,0.7707070707070707,9,2017-04-14,9,0
220,2,2841,2017-04-20,1,HO00001795,101,0.4590909090909091,8,2017-04-14,2,1
1200,5,2842,2017-04-27,2,HO00001796,1101,0.9175,9,2017-04-14,10,0
1135,7,2843,2017-04-27,2,HO00001796,828,0.7295154185022027,8,2017-04-14,9,1
262,2,2844,2017-04-27,2,HO00001796,193,0.7366412213740458,2,2017-04-14,2,2
660,4,2845,2017-05-04,3,HO00001797,608,0.9212121212121211,9,2017-04-15,6,0
1210,7,2846,2017-05-04,3,HO00001797,959,0.7925619834710744,8,2017-04-15,11,1
875,7,2847,2017-05-04,3,HO00001797,691,0.7897142857142857,2,2017-04-15,7,2
262,2,2848,2017-05-04,3,HO00001797,203,0.7748091603053435,3,2017-04-15,2,3
550,5,2849,2017-04-27,1,HO00001798,503,0.9145454545454546,8,2017-04-21,5,0
220,2,2850,2017-04-27,1,HO00001798,186,0.8454545454545455,2,2017-04-21,2,1
1572,5,2851,2017-04-27,1,HO00001799,1100,0.6997455470737913,8,2017-04-21,12,0
524,2,2852,2017-04-27,1,HO00001799,395,0.7538167938931297,2,2017-04-21,4,1
660,4,2853,2017-04-27,1,HO00001801,541,0.8196969696969697,8,2017-04-21,6,0
220,2,2854,2017-04-27,1,HO00001801,118,0.5363636363636364,2,2017-04-21,2,1
2150,5,2855,2017-05-28,5,HO00001802,1749,0.8134883720930233,8,2017-04-21,10,0
1515,7,2856,2017-05-28,5,HO00001802,911,0.6013201320132013,2,2017-04-21,9,1
917,7,2857,2017-05-28,5,HO00001802,699,0.7622682660850599,3,2017-04-21,7,2
524,4,2858,2017-05-28,5,HO00001802,391,0.7461832061068703,8,2017-04-21,4,3
220,2,2859,2017-05-28,5,HO00001802,197,0.8954545454545455,9,2017-04-21,2,4
220,2,2860,2017-05-28,5,HO00001802,193,0.8772727272727273,6,2017-04-21,2,5
550,5,2861,2017-04-27,1,HO00001803,460,0.8363636363636363,8,2017-04-21,5,0
220,2,2862,2017-04-27,1,HO00001803,117,0.5318181818181819,2,2017-04-21,2,1
550,5,2863,2017-04-27,1,HO00001804,320,0.5818181818181818,8,2017-04-21,5,0
220,2,2864,2017-04-27,1,HO00001804,70,0.3181818181818182,2,2017-04-21,2,1
440,4,2865,2017-04-27,1,HO00001805,365,0.8295454545454546,8,2017-04-21,4,0
220,2,2866,2017-04-27,1,HO00001805,165,0.75,2,2017-04-21,2,1
220,2,2867,2017-04-23,0,HO00001807,120,0.5454545454545454,8,2017-04-22,2,0
1310,5,2868,2017-05-18,1,HO00001808,1032,0.7877862595419848,8,2017-05-12,10,0
524,2,2869,2017-05-18,1,HO00001808,403,0.7690839694656488,9,2017-05-12,4,1
19000,5,2870,2017-08-10,15,HO00001809,18037,0.9493157894736842,2,2017-04-28,87,0
25042,7,2871,2017-08-10,15,HO00001809,23368,0.9331523041290632,3,2017-04-28,117,1
20160,7,2872,2017-08-10,15,HO00001809,18341,0.9097718253968254,8,2017-04-28,74,2
11780,7,2873,2017-08-10,15,HO00001809,10198,0.8657045840407471,9,2017-04-28,38,3
5580,7,2874,2017-08-10,15,HO00001809,4849,0.8689964157706093,6,2017-04-28,18,4
4560,7,2875,2017-08-10,15,HO00001809,3682,0.8074561403508772,11,2017-04-28,16,5
3630,7,2876,2017-08-10,15,HO00001809,2308,0.6358126721763085,7,2017-04-28,16,6
2180,7,2877,2017-08-10,15,HO00001809,1652,0.7577981651376147,10,2017-04-28,16,7
1400,7,2878,2017-08-10,15,HO00001809,1156,0.8257142857142857,4,2017-04-28,12,8
570,5,2879,2017-08-10,15,HO00001809,496,0.8701754385964913,10,2017-04-28,5,9
770,5,2880,2017-08-10,15,HO00001809,561,0.7285714285714285,4,2017-04-28,7,10
770,7,2881,2017-08-10,15,HO00001809,571,0.7415584415584415,11,2017-04-28,7,11
770,7,2882,2017-08-10,15,HO00001809,593,0.7701298701298701,10,2017-04-28,7,12
770,7,2883,2017-08-10,15,HO00001809,519,0.674025974025974,9,2017-04-28,7,13
770,7,2884,2017-08-10,15,HO00001809,366,0.4753246753246753,5,2017-04-28,7,14
220,2,2885,2017-08-10,15,HO00001809,112,0.509090909090909,11,2017-04-28,2,15
3483,5,2886,2017-06-08,6,HO00001810,3156,0.9061154177433248,2,2017-04-28,29,0
960,2,2887,2017-06-08,6,HO00001810,896,0.9333333333333332,3,2017-04-28,8,1
1440,5,2888,2017-06-08,6,HO00001810,1313,0.9118055555555556,8,2017-04-28,12,2
1920,7,2889,2017-06-08,6,HO00001810,1717,0.8942708333333333,9,2017-04-28,16,3
1680,7,2890,2017-06-08,6,HO00001810,1488,0.8857142857142857,6,2017-04-28,14,4
1135,7,2891,2017-06-08,6,HO00001810,869,0.7656387665198238,11,2017-04-28,9,5
262,2,2892,2017-06-08,6,HO00001810,192,0.7328244274809159,7,2017-04-28,2,6
2640,5,2893,2017-06-08,5,HO00001811,2461,0.9321969696969696,3,2017-05-05,22,0
2380,7,2894,2017-06-08,5,HO00001811,2159,0.9071428571428573,8,2017-05-05,20,1
1680,7,2895,2017-06-08,5,HO00001811,1501,0.893452380952381,9,2017-05-05,14,2
1790,7,2896,2017-06-08,5,HO00001811,1609,0.8988826815642458,6,2017-05-05,15,3
1342,7,2897,2017-06-08,5,HO00001811,1126,0.8390461997019374,11,2017-05-05,11,4
240,2,2898,2017-06-08,5,HO00001811,211,0.8791666666666667,7,2017-05-05,2,5
550,5,2899,2017-05-11,1,HO00001813,512,0.9309090909090908,3,2017-05-05,5,0
220,2,2900,2017-05-11,1,HO00001813,203,0.9227272727272728,8,2017-05-05,2,1
1320,5,2901,2017-06-15,3,HO00001814,1264,0.9575757575757576,6,2017-05-26,12,0
1540,7,2902,2017-06-15,3,HO00001814,1433,0.9305194805194804,11,2017-05-26,14,1
990,7,2903,2017-06-15,3,HO00001814,810,0.8181818181818182,7,2017-05-26,9,2
220,2,2904,2017-06-15,3,HO00001814,106,0.4818181818181818,10,2017-05-26,2,3
2882,5,2905,2017-11-08,2,HO00001815,2190,0.7598889659958362,8,2017-10-27,22,0
2096,7,2906,2017-11-08,2,HO00001815,1415,0.6750954198473282,11,2017-10-27,16,1
131,1,2907,2017-11-08,2,HO00001815,58,0.4427480916030535,9,2017-10-27,1,2
3320,5,2908,2017-06-07,3,HO00001816,3017,0.9087349397590362,9,2017-05-19,12,0
1895,7,2909,2017-06-07,3,HO00001816,1532,0.8084432717678101,6,2017-05-19,9,1
862,7,2910,2017-06-07,3,HO00001816,667,0.7737819025522041,11,2017-05-19,7,2
120,1,2911,2017-06-07,3,HO00001816,65,0.5416666666666666,7,2017-05-19,1,3
3720,5,2912,2017-10-17,5,HO00001817,3273,0.8798387096774194,13,2017-09-08,12,0
2615,7,2913,2017-10-17,5,HO00001817,2167,0.8286806883365201,8,2017-09-08,15,1
2052,7,2914,2017-10-17,5,HO00001817,1552,0.7563352826510721,12,2017-09-08,9,2
770,7,2915,2017-10-17,5,HO00001817,677,0.8792207792207792,11,2017-09-08,7,3
1530,7,2916,2017-10-17,5,HO00001817,1032,0.6745098039215687,2,2017-09-08,12,4
1965,7,2917,2017-10-17,5,HO00001817,994,0.505852417302799,1,2017-09-08,15,5
2790,2,2918,2017-11-18,0,HO00001818,2774,0.9942652329749104,7,2017-11-17,9,0
4320,5,2919,2017-07-02,5,HO00001819,3903,0.9034722222222222,6,2017-05-26,17,0
2790,7,2920,2017-07-02,5,HO00001819,2274,0.8150537634408602,11,2017-05-26,16,1
1834,7,2921,2017-07-02,5,HO00001819,1274,0.6946564885496184,7,2017-05-26,14,2
1179,7,2922,2017-07-02,5,HO00001819,817,0.6929601357082273,10,2017-05-26,9,3
917,7,2923,2017-07-02,5,HO00001819,653,0.7121046892039259,4,2017-05-26,7,4
655,5,2924,2017-07-02,5,HO00001819,414,0.6320610687022901,10,2017-05-26,5,5
4925,6,2925,2017-06-22,2,HO00001820,3649,0.7409137055837564,7,2017-06-08,20,0
2812,7,2926,2017-06-22,2,HO00001820,1697,0.6034850640113798,10,2017-06-08,16,1
524,2,2927,2017-06-22,2,HO00001820,327,0.6240458015267175,4,2017-06-08,4,2
5130,5,2928,2017-07-20,4,HO00001821,4401,0.8578947368421053,4,2017-06-23,23,0
3870,5,2929,2017-07-20,4,HO00001821,2925,0.7558139534883721,10,2017-06-23,17,1
2870,5,2930,2017-07-20,4,HO00001821,1643,0.5724738675958189,4,2017-06-23,17,2
1610,7,2931,2017-07-20,4,HO00001821,751,0.4664596273291926,11,2017-06-23,11,3
220,2,2932,2017-07-20,4,HO00001821,104,0.4727272727272727,10,2017-06-23,2,4
550,5,2933,2017-05-18,1,HO00001822,501,0.9109090909090908,8,2017-05-12,5,0
220,2,2934,2017-05-18,1,HO00001822,207,0.9409090909090908,9,2017-05-12,2,1
2420,5,2935,2017-06-15,5,HO00001823,2322,0.9595041322314051,8,2017-05-12,22,0
3320,7,2936,2017-06-15,5,HO00001823,2802,0.8439759036144578,9,2017-05-12,30,1
2530,7,2937,2017-06-15,5,HO00001823,2119,0.8375494071146246,6,2017-05-12,23,2
1210,7,2938,2017-06-15,5,HO00001823,1077,0.8900826446280992,11,2017-05-12,11,3
770,7,2939,2017-06-15,5,HO00001823,559,0.7259740259740259,7,2017-05-12,7,4
220,2,2940,2017-06-15,5,HO00001823,76,0.34545454545454546,10,2017-05-12,2,5
1100,5,2941,2017-05-25,2,HO00001824,1017,0.9245454545454546,8,2017-05-12,10,0
990,7,2942,2017-05-25,2,HO00001824,853,0.8616161616161616,9,2017-05-12,9,1
220,2,2943,2017-05-25,2,HO00001824,184,0.8363636363636363,6,2017-05-12,2,2
550,5,2944,2017-05-18,1,HO00001825,505,0.9181818181818182,8,2017-05-12,5,0
220,2,2945,2017-05-18,1,HO00001825,194,0.8818181818181818,9,2017-05-12,2,1
550,5,2946,2017-06-15,5,HO00001826,528,0.96,8,2017-05-12,5,0
770,7,2947,2017-06-15,5,HO00001826,709,0.9207792207792208,9,2017-05-12,7,1
770,7,2948,2017-06-15,5,HO00001826,709,0.9207792207792208,6,2017-05-12,7,2
770,7,2949,2017-06-15,5,HO00001826,699,0.9077922077922078,11,2017-05-12,7,3
770,7,2950,2017-06-15,5,HO00001826,559,0.7259740259740259,7,2017-05-12,7,4
220,2,2951,2017-06-15,5,HO00001826,113,0.5136363636363637,10,2017-05-12,2,5
4920,5,2952,2017-06-22,5,HO00001827,4700,0.9552845528455284,9,2017-05-19,22,0
6010,7,2953,2017-06-22,5,HO00001827,5208,0.8665557404326123,6,2017-05-19,27,1
4864,7,2954,2017-06-22,5,HO00001827,3750,0.7709703947368421,11,2017-05-19,18,2
1530,7,2955,2017-06-22,5,HO00001827,1015,0.6633986928104575,7,2017-05-19,8,3
840,7,2956,2017-06-22,5,HO00001827,684,0.8142857142857143,10,2017-05-19,7,4
240,2,2957,2017-06-22,5,HO00001827,157,0.6541666666666667,4,2017-05-19,2,5
1270,4,2958,2017-07-02,0,HO00001828,985,0.7755905511811023,10,2017-06-29,9,0
3830,6,2959,2017-06-29,4,HO00001829,2704,0.7060052219321149,11,2017-06-01,13,0
1840,7,2960,2017-06-29,4,HO00001829,1104,0.6,7,2017-06-01,9,1
790,7,2961,2017-06-29,4,HO00001829,696,0.8810126582278481,10,2017-06-01,7,2
770,7,2962,2017-06-29,4,HO00001829,655,0.8506493506493507,4,2017-06-01,7,3
220,2,2963,2017-06-29,4,HO00001829,177,0.8045454545454546,10,2017-06-01,2,4
550,5,2964,2017-07-13,8,HO00001830,503,0.9145454545454546,9,2017-05-19,5,0
1115,7,2965,2017-07-13,8,HO00001830,923,0.8278026905829596,6,2017-05-19,9,1
1157,7,2966,2017-07-13,8,HO00001830,876,0.7571305099394987,11,2017-05-19,9,2
1572,7,2967,2017-07-13,8,HO00001830,1364,0.8676844783715013,7,2017-05-19,13,3
2490,7,2968,2017-07-13,8,HO00001830,1876,0.7534136546184739,10,2017-05-19,13,4
1220,7,2969,2017-07-13,8,HO00001830,825,0.6762295081967213,4,2017-05-19,7,5
820,5,2970,2017-07-13,8,HO00001830,644,0.7853658536585366,10,2017-05-19,7,6
600,5,2971,2017-07-13,8,HO00001830,353,0.5883333333333334,4,2017-05-19,5,7
570,2,2972,2017-07-13,8,HO00001830,256,0.4491228070175439,11,2017-05-19,5,8
550,5,2973,2017-05-25,1,HO00001831,471,0.8563636363636363,9,2017-05-19,5,0
220,2,2974,2017-05-25,1,HO00001831,167,0.759090909090909,6,2017-05-19,2,1
550,5,2975,2017-06-01,2,HO00001833,498,0.9054545454545454,9,2017-05-19,5,0
770,7,2976,2017-06-01,2,HO00001833,689,0.8948051948051948,6,2017-05-19,7,1
220,2,2977,2017-06-01,2,HO00001833,193,0.8772727272727273,11,2017-05-19,2,2
600,5,2978,2017-05-25,1,HO00001834,543,0.905,9,2017-05-19,5,0
240,2,2979,2017-05-25,1,HO00001834,184,0.7666666666666667,6,2017-05-19,2,1
550,5,2980,2017-05-25,1,HO00001835,389,0.7072727272727273,9,2017-05-19,5,0
220,2,2981,2017-05-25,1,HO00001835,123,0.5590909090909091,6,2017-05-19,2,1
660,5,2982,2017-05-25,1,HO00001836,527,0.7984848484848485,9,2017-05-19,6,0
220,2,2983,2017-05-25,1,HO00001836,184,0.8363636363636363,6,2017-05-19,2,1
262,2,2984,2017-05-21,0,HO00001837,201,0.7671755725190841,9,2017-05-20,2,0
1100,5,2985,2017-06-22,4,HO00001838,1045,0.95,6,2017-05-26,10,0
1540,7,2986,2017-06-22,4,HO00001838,1328,0.8623376623376623,11,2017-05-26,14,1
990,7,2987,2017-06-22,4,HO00001838,720,0.7272727272727273,7,2017-05-26,9,2
770,7,2988,2017-06-22,4,HO00001838,553,0.7181818181818181,10,2017-05-26,7,3
220,2,2989,2017-06-22,4,HO00001838,84,0.3818181818181817,4,2017-05-26,2,4
812,5,2990,2017-06-01,1,HO00001839,715,0.8805418719211823,6,2017-05-26,7,0
220,2,2991,2017-06-01,1,HO00001839,196,0.8909090909090909,11,2017-05-26,2,1
240,2,2992,2017-05-28,0,HO00001840,198,0.825,6,2017-05-27,2,0
550,5,2993,2017-06-12,1,HO00001845,513,0.9327272727272728,11,2017-06-02,5,0
660,6,2994,2017-06-12,1,HO00001845,412,0.6242424242424243,7,2017-06-02,6,1
600,5,2995,2017-06-22,3,HO00001846,508,0.8466666666666667,11,2017-06-02,5,0
1080,7,2996,2017-06-22,3,HO00001846,712,0.6592592592592592,7,2017-06-02,9,1
1780,7,2997,2017-06-22,3,HO00001846,1063,0.5971910112359551,10,2017-06-02,15,2
360,2,2998,2017-06-22,3,HO00001846,137,0.3805555555555555,4,2017-06-02,3,3
550,5,2999,2017-06-14,2,HO00001847,510,0.9272727272727272,11,2017-06-02,5,0
